genre, title1, title2, votes, rating
Crime,Drama,Thriller	A Perfect World	A Perfect World	84000	7.5
Drama,Music,Romance	The Piano	The Piano	91908	7.5
Biography,Drama,Sport	Rudy	Rudy	66339	7.5
Comedy,Music	The Adventures of Priscilla, Queen of the Desert	The Adventures of Priscilla, Queen of the Desert	52531	7.5
Action,Crime,Drama	The Crow	The Crow	191046	7.5
Drama,Fantasy,Horror	Interview with the Vampire: The Vampire Chronicles	Interview with the Vampire: The Vampire Chronicles	333802	7.5
Drama,Romance,War	Legends of the Fall	Legends of the Fall	174166	7.5
Biography,Drama,History	Quiz Show	Quiz Show	71637	7.5
Adventure,Drama,Fantasy	Dead Man	Dead Man	100164	7.5
Crime,Drama	Dead Man Walking	Dead Man Walking	98492	7.5
Drama,Romance	Leaving Las Vegas	Leaving Las Vegas	129607	7.5
Crime,Drama,Thriller	Sleepers	Sleepers	230902	7.5
Crime,Drama,Thriller	A Time to Kill	A Time to Kill	170876	7.5
Drama,Mystery,Sci-Fi	Contact	Contact	283862	7.5
Drama,Fantasy,Mystery	The Devil's Advocate	The Devil's Advocate	386363	7.5
Crime,Drama,Thriller	Funny Games	Funny Games	79220	7.5
Crime,Drama,Thriller	Jackie Brown	Jackie Brown	360100	7.5
Crime,Drama,Thriller	A Simple Plan	A Simple Plan	73394	7.5
Drama,Mystery,Thriller	Eyes Wide Shut	Eyes Wide Shut	356280	7.5
Adventure,Comedy,Drama	Fear and Loathing in Las Vegas	Fear and Loathing in Las Vegas	292706	7.5
Comedy,Drama,Fantasy	Pleasantville	Pleasantville	132623	7.5
Crime,Mystery,Thriller	Following	Following	95994	7.5
Crime,Drama	Ghost Dog: The Way of the Samurai	Ghost Dog: The Way of the Samurai	94010	7.5
Biography,Crime,Drama	Boys Don't Cry	Boys Don't Cry	100835	7.5
Comedy,Drama,Musical	Kuch Kuch Hota Hai	Kuch Kuch Hota Hai	54822	7.5
Action,Drama,War	Enemy at the Gates	Enemy at the Gates	269778	7.5
Crime,Drama	Gangs of New York	Gangs of New York	455772	7.5
Biography,Crime,Drama	Blow	Blow	267857	7.5
Crime,Drama	The Man Who Wasn't There	The Man Who Wasn't There	112359	7.5
Adventure,Animation,Comedy	Ice Age	Ice Age	498486	7.5
Drama,Romance	The Hours	The Hours	135287	7.5
Drama,Horror,Sci-Fi	28 Days Later	28 Days Later...	426481	7.5
Crime,Drama,Mystery	The Life of David Gale	The Life of David Gale	123322	7.5
Action,Adventure,Drama	Master and Commander: The Far Side of the World	Master and Commander: The Far Side of the World	229577	7.5
Adventure,Animation,Comedy	Wallace & Gromit: The Curse of the Were-Rabbit	The Curse of the Were-Rabbit	140935	7.5
Crime,Drama	House of Sand and Fog	House of Sand and Fog	70598	7.5
Comedy,Drama,Family	Secondhand Lions	Secondhand Lions	59532	7.5
Biography,Drama	The Aviator	The Aviator	372534	7.5
Documentary,Drama,War	Fahrenheit 9/11	Fahrenheit 9/11	130975	7.5
Action,Crime,Drama	Collateral	Collateral	417533	7.5
Comedy,Crime,Mystery	Kiss Kiss Bang Bang	Kiss Kiss Bang Bang	232051	7.5
Action,Adventure,Family	Harry Potter and the Order of the Phoenix	Harry Potter and the Order of the Phoenix	604119	7.5
Comedy,Drama,Romance	Sideways	Sideways	196638	7.5
Drama	Synecdoche, New York	Synecdoche, New York	95029	7.5
Crime,Drama,Fantasy	Perfume: The Story of a Murderer	Perfume: The Story of a Murderer	258506	7.5
Drama,Romance	Little Children	Little Children	113921	7.5
Action,Drama,History	Munich	Munich	232708	7.5
Comedy,Drama,Fantasy	Stranger Than Fiction	Stranger Than Fiction	232997	7.5
Biography,Drama,Romance	The Great Debaters	The Great Debaters	60846	7.5
Comedy,Drama	Thank You for Smoking	Thank You for Smoking	225513	7.5
Drama,Fantasy,Mystery	The Illusionist	The Illusionist	381205	7.5
Biography,Crime,Drama	The Assassination of Jesse James by the Coward Robert Ford	The Assassination of Jesse James by the Coward Robert Ford	187507	7.5
Action,Comedy,Fantasy	Scott Pilgrim vs. the World	Scott Pilgrim vs. the World	443664	7.5
Drama	Babel	Babel	309860	7.5
Biography,Drama,Sport	42	42	99026	7.5
Drama,War	The Wind that Shakes the Barley	The Wind that Shakes the Barley	52081	7.5
Action,Horror,Thriller	Grindhouse	Grindhouse	187812	7.5
Comedy,Drama	Juno	Juno	535591	7.5
Drama,War	The Book Thief	The Book Thief	139301	7.5
Crime,Drama,Thriller	The Town	The Town	402962	7.5
Drama,Thriller,War	The Hurt Locker	The Hurt Locker	462523	7.5
Drama,Mystery	Doubt	Doubt	133207	7.5
Action,Drama,Mystery	Source Code	Source Code	532612	7.5
Adventure,Drama,Family	Hugo	Hugo	329452	7.5
Biography,Crime,Drama	Hunger	Hunger	72023	7.5
Biography,Drama,History	Milk	Milk	176724	7.5
Biography,Drama,History	Selma	Selma	93527	7.5
Action,Biography,Drama	Lone Survivor	Lone Survivor	296752	7.5
Action,Adventure,Fantasy	Doctor Strange	Doctor Strange	770009	7.5
Drama,Mystery,Thriller	We Need to Talk About Kevin	We Need to Talk About Kevin	161481	7.5
Crime,Drama,Romance	A Single Man	A Single Man	115290	7.5
Drama,Thriller	Disconnect	Disconnect	77098	7.5
Drama,Music	Tár	Tár	75991	7.5
Horror,Mystery,Thriller	The Conjuring	The Conjuring	527584	7.5
Comedy,Horror	Tucker and Dale vs Evil	Tucker and Dale vs Evil	187003	7.5
Biography,Drama,Musical	The Greatest Showman	The Greatest Showman	294599	7.5
Biography,Drama	127 Hours	127 Hours	388137	7.5
Drama,Sport	Air	Air	118204	7.5
Drama,Musical,Romance	Les Misérables	Les Misérables	337507	7.5
Action,Adventure,Sci-Fi	The Hunger Games: Catching Fire	The Hunger Games: Catching Fire	686277	7.5
Biography,Comedy,Drama	Saving Mr. Banks	Saving Mr. Banks	166328	7.5
Biography,Crime,Drama	Fruitvale Station	Fruitvale Station	84053	7.5
Drama,Romance	Brooklyn	Brooklyn	146089	7.5
Drama	Still Alice	Still Alice	139791	7.5
Biography,Crime,Drama	Richard Jewell	Richard Jewell	93115	7.5
Drama	Miss Sloane	Miss Sloane	78653	7.5
Drama,Thriller	Nocturnal Animals	Nocturnal Animals	290941	7.5
Action,Thriller,War	The Covenant	Guy Ritchie's The Covenant	73245	7.5
Biography,Comedy,Drama	The Favourite	The Favourite	209430	7.5
Comedy,Drama	Love, Simon	Love, Simon	120023	7.5
Comedy,Drama,Romance	The Big Sick	The Big Sick	139687	7.5
Biography,Comedy,Drama	I, Tonya	I, Tonya	228704	7.5
Action,Sci-Fi,Thriller	Upgrade	Upgrade	194150	7.5
Drama,Horror,Sci-Fi	A Quiet Place	A Quiet Place	553072	7.5
Biography,Comedy,Crime	BlacKkKlansman	BlacKkKlansman	275183	7.5
Comedy,Drama	A Man Called Otto	A Man Called Otto	99593	7.5
Comedy,Drama	The Farewell	The Farewell	67604	7.5
Biography,Comedy,Drama	tick, tick... BOOM!	tick, tick...BOOM!	112711	7.5
Biography,Drama,Sport	King Richard	King Richard	123718	7.5
Crime,Drama,Mystery	Promising Young Woman	Promising Young Woman	189773	7.5
Drama,Fantasy,Horror	Dracula	Dracula	55399	7.4
Mystery,Romance,Thriller	To Catch a Thief	To Catch a Thief	76533	7.4
Drama,Thriller	The Man Who Knew Too Much	The Man Who Knew Too Much	66944	7.4
Action,Crime,Thriller	Bullitt	Bullitt	72594	7.4
Comedy,Drama,War	M*A*S*H	M*A*S*H	75054	7.4
Crime,Drama,Thriller	Straw Dogs	Straw Dogs	62598	7.4
Drama,Mystery,Western	High Plains Drifter	High Plains Drifter	61284	7.4
Comedy,Drama	American Graffiti	American Graffiti	94470	7.4
Horror	The Texas Chain Saw Massacre	The Texas Chain Saw Massacre	171430	7.4
Comedy,Horror,Musical	The Rocky Horror Picture Show	The Rocky Horror Picture Show	158805	7.4
Crime,Mystery,Thriller	Three Days of the Condor	Three Days of the Condor	59168	7.4
Horror,Mystery	Carrie	Carrie	195655	7.4
Crime,Drama,Thriller	Marathon Man	Marathon Man	67332	7.4
Drama,History,War	A Bridge Too Far	A Bridge Too Far	59123	7.4
Horror,Sci-Fi	Invasion of the Body Snatchers	Invasion of the Body Snatchers	64356	7.4
Comedy	National Lampoon's Animal House	National Lampoon's Animal House	125792	7.4
Action,Adventure,Sci-Fi	Superman	Superman	181675	7.4
Crime,Drama,Mystery	Blow Out	Blow Out	58242	7.4
Horror	The Evil Dead	The Evil Dead	223265	7.4
Comedy,Drama,Romance	Tootsie	Tootsie	111211	7.4
Comedy,Drama	Terms of Endearment	Terms of Endearment	63087	7.4
Drama,Sport	The Natural	The Natural	50962	7.4
Horror	A Nightmare on Elm Street	A Nightmare on Elm Street	249393	7.4
Drama,Romance,Thriller	Witness	Witness	100087	7.4
Adventure,Drama,History	The Mission	The Mission	63559	7.4
Comedy,Crime	Dirty Rotten Scoundrels	Dirty Rotten Scoundrels	75021	7.4
Adventure,Animation,Drama	The Land Before Time	The Land Before Time	94244	7.4
Adventure,Comedy,Sci-Fi	Back to the Future Part III	Back to the Future Part III	463024	7.4
Drama,Horror,Mystery	Jacob's Ladder	Jacob's Ladder	113400	7.4
Drama,Fantasy,Horror	Bram Stoker's Dracula	Bram Stoker's Dracula	226532	7.4
Comedy,Horror	Army of Darkness	Army of Darkness	187542	7.4
Drama,Romance,War	The English Patient	The English Patient	195338	7.4
Action,Adventure,Thriller	The Rock	The Rock	348179	7.4
Horror,Mystery	Scream	Scream	366243	7.4
Comedy,Drama,Romance	Buffalo '66	Buffalo '66	57009	7.4
Drama	The Ice Storm	The Ice Storm	58159	7.4
Adventure,Animation,Comedy	The Emperor's New Groove	The Emperor's New Groove	214274	7.4
Drama,Romance	The Cider House Rules	The Cider House Rules	102433	7.4
Biography,Comedy,Drama	Man on the Moon	Man on the Moon	134291	7.4
Biography,Drama,History	Elizabeth	Elizabeth	102521	7.4
Crime,Drama,Thriller	The Talented Mr. Ripley	The Talented Mr. Ripley	219297	7.4
Action,Adventure,Sci-Fi	Spider-Man	Spider-Man	843837	7.4
Comedy,Drama,Music	High Fidelity	High Fidelity	185119	7.4
Adventure,Comedy,Sci-Fi	Galaxy Quest	Galaxy Quest	170268	7.4
Crime,Drama,Mystery	Frequency	Frequency	112115	7.4
Biography,Drama	Erin Brockovich	Erin Brockovich	208394	7.4
Drama,Romance,Sci-Fi	2046	2046	59737	7.4
Comedy	Best in Show	Best in Show	64661	7.4
Drama,Musical,Romance	Kabhi Khushi Kabhie Gham...	Kabhi Khushi Kabhie Gham...	52555	7.4
Drama,Mystery,Sci-Fi	K-PAX	K-PAX	188739	7.4
Adventure,Family,Fantasy	Harry Potter and the Chamber of Secrets	Harry Potter and the Chamber of Secrets	659865	7.4
Biography,Comedy,Drama	American Splendor	American Splendor	51013	7.4
Action,Drama,Romance	Open Range	Open Range	75841	7.4
Action,Adventure,Sci-Fi	Spider-Man 2	Spider-Man 2	677116	7.4
Comedy,Drama,Romance	Garden State	Garden State	220229	7.4
Biography,Drama,History	Miracle	Miracle	56778	7.4
Comedy,Drama,Romance	The Terminal	The Terminal	474226	7.4
Drama,Mystery,Romance	The Constant Gardener	The Constant Gardener	145707	7.4
Action,Crime,Drama	A History of Violence	A History of Violence	245643	7.4
Comedy,Drama	Everything Is Illuminated	Everything Is Illuminated	59235	7.4
Drama,Music	August Rush	August Rush	109379	7.4
Biography,Drama,History	Good Night, and Good Luck.	Good Night, and Good Luck.	99744	7.4
Comedy	Borat	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	424702	7.4
Drama,Romance	The Painted Veil	The Painted Veil	94559	7.4
Action,Adventure,Fantasy	Wonder Woman	Wonder Woman	677590	7.4
Crime,Drama,Romance	Notes on a Scandal	Notes on a Scandal	81799	7.4
Drama	Reign Over Me	Reign Over Me	98341	7.4
Documentary,News	An Inconvenient Truth	An Inconvenient Truth	84404	7.4
Adventure,Comedy,Drama	The Bucket List	The Bucket List	252650	7.4
Drama	Minari	Minari	88079	7.4
Crime,Thriller	Felon	Felon	81820	7.4
Drama,Romance	Biutiful	Biutiful	92908	7.4
Action,Comedy	Black Dynamite	Black Dynamite	50424	7.4
Comedy,Drama,Romance	Up in the Air	Up in the Air	342890	7.4
Action,Crime,Drama	Law Abiding Citizen	Law Abiding Citizen	307873	7.4
Sci-Fi,Thriller	Limitless	Limitless	591472	7.4
Comedy	In the Loop	In the Loop	60017	7.4
Action,Adventure,Thriller	Mission: Impossible - Ghost Protocol	Mission: Impossible - Ghost Protocol	504141	7.4
Biography,Drama,History	Tetris	Tetris	57824	7.4
Action,Drama,Sci-Fi	Looper	Looper	588479	7.4
Adventure,Animation,Comedy	Luca	Luca	175764	7.4
Drama,Mystery,Sci-Fi	Cloud Atlas	Cloud Atlas	368157	7.4
Action,Adventure,Mystery	Sherlock Holmes: A Game of Shadows	Sherlock Holmes: A Game of Shadows	467339	7.4
Comedy,Drama,Romance	Crazy, Stupid, Love.	Crazy, Stupid, Love.	536093	7.4
Action,Adventure,Sci-Fi	Ready Player One	Ready Player One	457369	7.4
Comedy,Drama	The Way Way Back	The Way Way Back	153869	7.4
Drama,History,Thriller	Zero Dark Thirty	Zero Dark Thirty	310256	7.4
Crime,Drama	The Judge	The Judge	196800	7.4
Drama	Mud	Mud	183881	7.4
Comedy,Drama,Music	Begin Again	Begin Again	161623	7.4
Drama,Music	Inside Llewyn Davis	Inside Llewyn Davis	158619	7.4
Crime,Drama,Mystery	Calvary	Calvary	62279	7.4
Action,Adventure,Sci-Fi	Spider-Man: Homecoming	Spider-Man: Homecoming	685298	7.4
Adventure,Animation,Comedy	Frozen	Frozen	641979	7.4
Adventure,Fantasy	The Hobbit: The Battle of the Five Armies	The Hobbit: The Battle of the Five Armies	549770	7.4
Comedy,Drama,Romance	Frances Ha	Frances Ha	87994	7.4
Action,Adventure,Thriller	Mission: Impossible - Rogue Nation	Mission: Impossible - Rogue Nation	386552	7.4
Action,Adventure,Animation	How to Train Your Dragon: The Hidden World	How to Train Your Dragon: The Hidden World	139603	7.4
Drama,War	Mudbound	Mudbound	51973	7.4
Action,Drama,Sci-Fi	Predestination	Predestination	292282	7.4
Drama,Romance	Me Before You	Me Before You	268617	7.4
Drama	Ida	Ida	59265	7.4
Action,Crime,Thriller	John Wick	John Wick	702752	7.4
Adventure,Drama,Family	The Jungle Book	The Jungle Book	284613	7.4
Biography,Drama	Trumbo	Trumbo	83281	7.4
Biography,Drama	Sully	Sully	284976	7.4
Adventure,Drama,Family	A Monster Calls	A Monster Calls	90984	7.4
Action,Adventure,Drama	War for the Planet of the Apes	War for the Planet of the Apes	268178	7.4
Biography,Crime,Drama	Molly's Game	Molly's Game	179996	7.4
Action,Drama,History	The Last Duel	The Last Duel	167034	7.4
Action,Crime,Thriller	John Wick: Chapter 2	John Wick: Chapter 2	482934	7.4
Biography,Drama,War	Darkest Hour	Darkest Hour	210618	7.4
Biography,Drama,Thriller	The Mauritanian	The Mauritanian	56065	7.4
Comedy,Drama	Lady Bird	Lady Bird	306219	7.4
Drama	Moonlight	Moonlight	319684	7.4
Crime,Drama,Thriller	Uncut Gems	Uncut Gems	298942	7.4
Drama,History,Romance	Phantom Thread	Phantom Thread	138773	7.4
Action,Crime,Thriller	John Wick: Chapter 3 - Parabellum	John Wick: Chapter 3 - Parabellum	396891	7.4
Action,Adventure,Comedy	Spider-Man: Far from Home	Spider-Man: Far from Home	521243	7.4
Drama,Romance	Downton Abbey	Downton Abbey	59824	7.4
Adventure,Animation,Comedy	Sing 2	Sing 2	76373	7.4
Comedy,Drama	Eighth Grade	Eighth Grade	79443	7.4
Adventure,Animation,Comedy	Onward	Onward	159086	7.4
Action,Crime,Drama	Nobody	Nobody	291378	7.4
Drama,Fantasy,Mystery	The Lighthouse	The Lighthouse	233261	7.4
Action,Adventure,Fantasy	Shang-Chi and the Legend of the Ten Rings	Shang-Chi and the Legend of the Ten Rings	406713	7.4
Comedy,Fantasy,Mystery	Palm Springs	Palm Springs	170409	7.4
Biography,Drama,History	Judas and the Black Messiah	Judas and the Black Messiah	86190	7.4
Adventure,Animation,Drama	Bambi	Bambi	148651	7.3
Animation,Family,Fantasy	Cinderella	Cinderella	167307	7.3
Adventure,Animation,Comedy	Alice in Wonderland	Alice in Wonderland	147912	7.3
Adventure,Animation,Family	Peter Pan	Peter Pan	147062	7.3
Adventure,Animation,Comedy	Lady and the Tramp	Lady and the Tramp	142145	7.3
Adventure,Animation,Comedy	One Hundred and One Dalmatians	One Hundred and One Dalmatians	174906	7.3
Action,Adventure,Thriller	From Russia with Love	From Russia with Love	140004	7.3
Adventure,Drama	Easy Rider	Easy Rider	113723	7.3
Action,Crime,Thriller	Assault on Precinct 13	Assault on Precinct 13	53077	7.3
Fantasy,Horror	Eraserhead	Eraserhead	121783	7.3
Horror	Suspiria	Suspiria	99048	7.3
Drama,Sport	Rocky II	Rocky II	222254	7.3
Adventure,Comedy	The Gods Must Be Crazy	The Gods Must Be Crazy	57952	7.3
Adventure,Drama,Fantasy	Excalibur	Excalibur	64573	7.3
Horror,Thriller	Poltergeist	Poltergeist	171358	7.3
Adventure,Comedy	National Lampoon's Vacation	National Lampoon's Vacation	114707	7.3
Action,Comedy,Crime	Beverly Hills Cop	Beverly Hills Cop	192565	7.3
Comedy,Fantasy,Horror	Gremlins	Gremlins	235246	7.3
Action,Drama,Family	The Karate Kid	The Karate Kid	234332	7.3
Drama,Western	Pale Rider	Pale Rider	62265	7.3
Comedy,Horror,Sci-Fi	The Return of the Living Dead	The Return of the Living Dead	64837	7.3
Adventure,Family,Fantasy	Labyrinth	Labyrinth	143470	7.3
Action,Adventure,Comedy	Star Trek IV: The Voyage Home	Star Trek IV: The Voyage Home	88774	7.3
Biography,Comedy,Drama	Good Morning, Vietnam	Good Morning, Vietnam	147430	7.3
Comedy,Crime	Raising Arizona	Raising Arizona	144517	7.3
Crime,Drama	Wall Street	Wall Street	160521	7.3
Comedy,Drama,Fantasy	Big	Big	230899	7.3
Comedy,Drama,Romance	Driving Miss Daisy	Driving Miss Daisy	114065	7.3
Comedy,Drama,Romance	Steel Magnolias	Steel Magnolias	59605	7.3
Action,Crime,Drama	Nikita	Nikita	74325	7.3
Crime,Thriller	Cape Fear	Cape Fear	205366	7.3
Comedy,Drama,Sport	A League of Their Own	A League of Their Own	115727	7.3
Drama,Horror,Mystery	Twin Peaks: Fire Walk with Me	Twin Peaks: Fire Walk with Me	100882	7.3
Comedy,Drama,Romance	Much Ado About Nothing	Much Ado About Nothing	50098	7.3
Biography,Drama	This Boy's Life	This Boy's Life	55938	7.3
Comedy	Dumb and Dumber	Dumb and Dumber	397674	7.3
Biography,Crime,Drama	Heavenly Creatures	Heavenly Creatures	65847	7.3
Drama,Family,Romance	Little Women	Little Women	61216	7.3
Crime,Drama,Thriller	Shallow Grave	Shallow Grave	64212	7.3
Action,Adventure,Thriller	Speed	Speed	378328	7.3
Action,Comedy,Thriller	True Lies	True Lies	270943	7.3
Biography,Crime,Drama	The Basketball Diaries	The Basketball Diaries	116344	7.3
Action,Drama,Thriller	Crimson Tide	Crimson Tide	118198	7.3
Crime,Thriller	Bound	Bound	58325	7.3
Comedy,Drama,Romance	Jerry Maguire	Jerry Maguire	276796	7.3
Biography,Drama	The People vs. Larry Flynt	The People vs. Larry Flynt	98127	7.3
Biography,Drama,History	Amistad	Amistad	80299	7.3
Action,Crime,Sci-Fi	Face/Off	Face/Off	388897	7.3
Action,Comedy,Crime	Grosse Pointe Blank	Grosse Pointe Blank	97219	7.3
Adventure,Animation,Comedy	Hercules	Hercules	242757	7.3
Action,Adventure,Comedy	Men in Black	Men in Black	587412	7.3
Action,Adventure,Sci-Fi	Starship Troopers	Starship Troopers	306657	7.3
Adventure,Comedy,Drama	Dogma	Dogma	223294	7.3
Action,Thriller	Enemy of the State	Enemy of the State	251593	7.3
Biography,Drama,Romance	Frida	Frida	92691	7.3
Action,Crime,Drama	The Negotiator	The Negotiator	148916	7.3
Adventure,Animation,Comedy	Tarzan	Tarzan	236458	7.3
Action,Adventure,Sci-Fi	X-Men	X-Men	629397	7.3
Animation,Drama,Family	Corpse Bride	Corpse Bride	285237	7.3
Comedy,Romance	Election	Election	100201	7.3
Crime,Drama	Rounders	Rounders	155922	7.3
Drama,Horror,Mystery	Pi	Pi	183118	7.3
Drama,History,Thriller	Thirteen Days	Thirteen Days	60658	7.3
Comedy,Drama,Romance	10 Things I Hate About You	10 Things I Hate About You	360412	7.3
Comedy,Drama	Ghost World	Ghost World	123825	7.3
Fantasy,Horror,Mystery	Sleepy Hollow	Sleepy Hollow	370827	7.3
Biography,Drama	Girl, Interrupted	Girl, Interrupted	198854	7.3
Drama	Finding Forrester	Finding Forrester	87937	7.3
Crime,Drama,Thriller	Sexy Beast	Sexy Beast	63998	7.3
Drama,Mystery,Sci-Fi	Unbreakable	Unbreakable	429055	7.3
Action,Drama,Sci-Fi	Equilibrium	Equilibrium	339313	7.3
Drama,Romance	Chocolat	Chocolat	196605	7.3
Comedy,Drama,Romance	Punch-Drunk Love	Punch-Drunk Love	170931	7.3
Adventure,Animation,Comedy	Lilo & Stitch	Lilo & Stitch	201168	7.3
Drama,Romance	A Walk to Remember	A Walk to Remember	216308	7.3
Crime,Drama,Thriller	Before the Devil Knows You're Dead	Before the Devil Knows You're Dead	107550	7.3
Adventure,Animation,Comedy	Shrek 2	Shrek 2	483644	7.3
Mystery,Thriller	Identity	Identity	257789	7.3
Comedy,Crime,Drama	Matchstick Men	Matchstick Men	134625	7.3
Drama,History,Sport	Seabiscuit	Seabiscuit	75281	7.3
Drama	Troy	Troy	550447	7.3
Biography,Crime,Drama	Monster	Monster	156555	7.3
Adventure,Comedy,Drama	The Secret Life of Walter Mitty	The Secret Life of Walter Mitty	327751	7.3
Action,Horror	Dawn of the Dead	Dawn of the Dead	263598	7.3
Comedy,Drama	The Squid and the Whale	The Squid and the Whale	85315	7.3
Action,Crime,Drama	Layer Cake	Layer Cake	188641	7.3
Biography,Crime,Drama	Capote	Capote	136899	7.3
Action,Adventure,Fantasy	Pirates of the Caribbean: Dead Man's Chest	Pirates of the Caribbean: Dead Man's Chest	739752	7.3
Biography,Drama,Sport	Coach Carter	Coach Carter	162324	7.3
Adventure,Drama,Family	Eight Below	Eight Below	66675	7.3
Drama,Romance	Memoirs of a Geisha	Memoirs of a Geisha	155453	7.3
Action,Crime,Drama	Running Scared	Running Scared	101701	7.3
Drama,Horror,Musical	Sweeney Todd: The Demon Barber of Fleet Street	Sweeney Todd: The Demon Barber of Fleet Street	377103	7.3
Crime,Drama,Western	The Proposition	The Proposition	53952	7.3
Comedy	Clerks II	Clerks II	138571	7.3
Biography,Drama	The Queen	The Queen	114056	7.3
Action,Adventure,Sci-Fi	Alita: Battle Angel	Alita: Battle Angel	280515	7.3
Biography,Drama,History	Lincoln	Lincoln	266368	7.3
Drama,Fantasy,History	Across the Universe	Across the Universe	112548	7.3
Adventure,Biography,War	Rescue Dawn	Rescue Dawn	108740	7.3
Adventure,Animation,Comedy	The Simpsons Movie	The Simpsons Movie	339845	7.3
Action,Comedy,Sci-Fi	Ant-Man	Ant-Man	696532	7.3
Crime,Drama,Mystery	Mr. Brooks	Mr. Brooks	153645	7.3
Comedy	Death at a Funeral	Death at a Funeral	118608	7.3
Comedy,Drama,Romance	Lars and the Real Girl	Lars and the Real Girl	149848	7.3
Drama	Precious	Precious	113787	7.3
Drama,Romance	Revolutionary Road	Revolutionary Road	219167	7.3
Action,Adventure,Animation	The Adventures of Tintin	The Adventures of Tintin	237314	7.3
Action,Animation,Comedy	Megamind	Megamind	278483	7.3
Adventure,Drama,History	The Way Back	The Way Back	119500	7.3
Comedy,Drama	The Descendants	The Descendants	245952	7.3
Action,Adventure,Biography	Invictus	Invictus	163892	7.3
Action,Crime,Thriller	Master	Master	79256	7.3
Drama,Family	My Sister's Keeper	My Sister's Keeper	95829	7.3
Adventure,Biography,Comedy	Eddie the Eagle	Eddie the Eagle	96936	7.3
Adventure,Comedy,Family	Paddington	Paddington	124374	7.3
Drama,Romance	Blue Valentine	Blue Valentine	203897	7.3
Comedy,Drama,Music	The Boat That Rocked	The Boat That Rocked	113946	7.3
Action,Drama,Mystery	Ghajini	Ghajini	64541	7.3
Drama	An Education	An Education	136396	7.3
Crime,Drama,Mystery	The Lincoln Lawyer	The Lincoln Lawyer	245143	7.3
Biography,Drama,History	First Man	First Man	194492	7.3
Biography,Drama	Beautiful Boy	Beautiful Boy	87846	7.3
Drama,Romance	Jane Eyre	Jane Eyre	90792	7.3
Drama	Fish Tank	Fish Tank	63881	7.3
Action,Comedy,Thriller	Bullet Train	Bullet Train	368273	7.3
Biography,Drama	Belfast	Belfast	81615	7.3
Comedy,Crime,Drama	Four Lions	Four Lions	81051	7.3
Horror	It	It	573061	7.3
Comedy,Drama,Romance	Submarine	Submarine	93409	7.3
Action,Crime,Drama	The Next Three Days	The Next Three Days	201204	7.3
Comedy,Crime,Thriller	The Guard	The Guard	92611	7.3
Action,Crime,Thriller	Fast Five	Fast Five	395047	7.3
Drama,Horror,Sci-Fi	Take Shelter	Take Shelter	104037	7.3
Adventure,Animation,Comedy	Despicable Me 2	Despicable Me 2	411989	7.3
Action,Crime,Drama	Southpaw	Southpaw	248167	7.3
Crime,Drama,Thriller	The Place Beyond the Pines	The Place Beyond the Pines	278505	7.3
Action,Adventure,Sci-Fi	Black Panther	Black Panther	805977	7.3
Comedy,Drama	The Edge of Seventeen	The Edge of Seventeen	134041	7.3
Drama,Thriller	Flight	Flight	364954	7.3
Action,Drama,Thriller	Eye in the Sky	Eye in the Sky	88947	7.3
Biography,Drama,Music	Rocketman	Rocketman	183352	7.3
Action,Thriller	The Accountant	The Accountant	306921	7.3
Action,Biography,Drama	American Sniper	American Sniper	505944	7.3
Adventure,Animation,Comedy	Finding Dory	Finding Dory	288693	7.3
Comedy,Drama	Blue Jasmine	Blue Jasmine	208309	7.3
Action,Adventure,Thriller	No Time to Die	No Time to Die	422148	7.3
Action,Adventure,Sci-Fi	Avengers: Age of Ultron	Avengers: Age of Ultron	889626	7.3
Animation,Comedy,Drama	Anomalisa	Anomalisa	73762	7.3
Biography,Drama,History	Woman in Gold	Woman in Gold	61016	7.3
Drama	The Kerala Story	The Kerala Story	62503	7.3
Comedy,Drama	The Fundamentals of Caring	The Fundamentals of Caring	76274	7.3
Adventure,Comedy,Drama	Chef	Chef	223564	7.3
Drama,Mystery,Romance	I Origins	I Origins	129493	7.3
Action,Adventure,Comedy	Dungeons & Dragons: Honor Among Thieves	Dungeons & Dragons: Honor Among Thieves	143706	7.3
Comedy,Drama	The Hundred-Foot Journey	The Hundred-Foot Journey	85617	7.3
Horror,Mystery,Thriller	The Conjuring 2	The Conjuring 2	283505	7.3
Adventure,Comedy,Crime	Cruella	Cruella	246792	7.3
Comedy,Drama,Music	Youth	Youth	81078	7.3
Adventure,Biography,Drama	The Walk	The Walk	132009	7.3
Biography,Comedy,Drama	The Disaster Artist	The Disaster Artist	159343	7.3
Biography,Drama,Music	Elvis	Elvis	210808	7.3
Biography,Crime,Drama	Snowden	Snowden	157476	7.3
Action,Comedy,Crime	The Nice Guys	The Nice Guys	345194	7.3
Action,Adventure,Drama	Okja	Okja	127224	7.3
Action,Adventure,Animation	The Lego Batman Movie	The Lego Batman Movie	162334	7.3
Action,Drama,History	13 Hours	13 Hours	151476	7.3
Action,Crime,Drama	Patriots Day	Patriots Day	108279	7.3
Crime,Drama,Thriller	Shot Caller	Shot Caller	91469	7.3
Crime,Drama,Thriller	Good Time	Good Time	131480	7.3
Horror,Thriller	Split	Split	521036	7.3
Action,Adventure,Animation	Raya and the Last Dragon	Raya and the Last Dragon	160890	7.3
Comedy,Drama,Romance	Paterson	Paterson	85475	7.3
