index, genre, title1, title2, votes, rating
699	Crime,Drama,Thriller	Dead Man's Shoes	Dead Man's Shoes	55890	7.6
700	Drama	The Kite Runner	The Kite Runner	81406	7.6
701	Biography,Drama,Music	Control	Control	67103	7.6
702	Action,Adventure,Animation	Kung Fu Panda	Kung Fu Panda	491787	7.6
703	Comedy,Drama	Volver	Volver	104908	7.6
704	Crime,Drama,Mystery	Gone Baby Gone	Gone Baby Gone	281141	7.6
705	Crime,Drama,Mystery	Inside Man	Inside Man	385181	7.6
706	Biography,Drama,History	The Last King of Scotland	The Last King of Scotland	191260	7.6
707	Biography,Crime,Drama	Freedom Writers	Freedom Writers	82217	7.6
708	Action,Drama,History	United 93	United 93	108635	7.6
709	Adventure,Family,Fantasy	Stardust	Stardust	278026	7.6
710	Crime,Drama,Thriller	Eastern Promises	Eastern Promises	251781	7.6
711	Drama	Seven Pounds	Seven Pounds	309119	7.6
712	Comedy,Documentary,War	Religulous	Religulous	59755	7.6
713	Comedy	Superbad	Superbad	603091	7.6
714	Biography,Drama,Sport	The Blind Side	The Blind Side	346335	7.6
715	Drama,Romance	The Reader	The Reader	252316	7.6
716	Action,Adventure,Mystery	Sherlock Holmes	Sherlock Holmes	650199	7.6
717	Documentary,Drama	The Social Dilemma	The Social Dilemma	86277	7.6
718	Action,Comedy,Horror	Zombieland	Zombieland	597815	7.6
719	Biography,Drama,Sport	Moneyball	Moneyball	442365	7.6
720	Action,Comedy,Crime	Kick-Ass	Kick-Ass	577026	7.6
721	Comedy,Drama,Romance	50/50	50/50	336711	7.6
722	Action,Drama,Sci-Fi	Rise of the Planet of the Apes	Rise of the Planet of the Apes	542100	7.6
723	Adventure,Animation,Comedy	Despicable Me	Despicable Me	563236	7.6
724	Drama,Western	True Grit	True Grit	348338	7.6
725	Drama	The Fabelmans	The Fabelmans	94450	7.6
726	Animation,Drama,Family	Guillermo del Toro's Pinocchio	Guillermo del Toro's Pinocchio	100876	7.6
727	Drama,Music,Romance	A Star Is Born	A Star Is Born	399661	7.6
728	Action,Adventure,Fantasy	Avatar: The Way of Water	Avatar: The Way of Water	425391	7.6
729	Action,Adventure,Crime	End of Watch	End of Watch	257723	7.6
730	Action,Adventure,Drama	Dawn of the Planet of the Apes	Dawn of the Planet of the Apes	453233	7.6
731	Biography,Comedy,Drama	Philomena	Philomena	102169	7.6
732	Crime,Drama,Thriller	Hell or High Water	Hell or High Water	240216	7.6
733	Action,Drama,War	Fury	Fury	515412	7.6
734	Action,Drama,Sport	Creed	Creed	299403	7.6
735	Action,Crime,Drama	Sicario	Sicario	448441	7.6
736	Comedy,Horror	What We Do in the Shadows	What We Do in the Shadows	190999	7.6
737	Adventure,Animation,Comedy	Moana	Moana	354453	7.6
738	Action,Adventure,Animation	Incredibles 2	Incredibles 2	312381	7.6
739	Drama,History,Thriller	Bridge of Spies	Bridge of Spies	319473	7.6
740	Action,Biography,Drama	Only the Brave	Only the Brave	73544	7.6
741	Action,Crime,Drama	Baby Driver	Baby Driver	571060	7.6
742	Action,Adventure,Comedy	Guardians of the Galaxy Vol. 2	Guardians of the Galaxy Vol. 2	721461	7.6
743	Crime,Drama,Romance	Victoria	Victoria	60908	7.6
744	Adventure,Comedy,Drama	The Peanut Butter Falcon	The Peanut Butter Falcon	95841	7.6
745	Drama	Gifted	Gifted	123809	7.6
746	Biography,Crime,Drama	Just Mercy	Just Mercy	72087	7.6
747	Action,Drama,History	Hotel Mumbai	Hotel Mumbai	67366	7.6
748	Action,Adventure,Comedy	Deadpool 2	Deadpool 2	609341	7.6
749	Drama	The Florida Project	The Florida Project	120872	7.6
750	Biography,Comedy,Drama	Sanju	Sanju	57340	7.6
751	Comedy,Drama	Once Upon a Time in Hollywood	Once Upon a Time in... Hollywood	783763	7.6
752	Drama,Mystery,Thriller	Searching	Searching	173272	7.6
753	Adventure,Animation,Comedy	The Mitchells vs the Machines	The Mitchells vs the Machines	117408	7.6
754	Biography,Comedy,Drama	The Two Popes	The Two Popes	128618	7.6
755	Biography,Drama,History	Dark Waters	Dark Waters	94321	7.6
756	Action,Crime,Drama	Pushpa: The Rise - Part 1	Pushpa: The Rise - Part 1	81113	7.6
757	Adventure,Animation,Comedy	Pinocchio	Pinocchio	153478	7.5
758	Film-Noir,Mystery,Romance	Spellbound	Spellbound	50420	7.5
759	Adventure,Sci-Fi	Forbidden Planet	Forbidden Planet	51273	7.5
760	Action,Adventure,Drama	The Guns of Navarone	The Guns of Navarone	53374	7.5
761	Crime,Drama,Romance	Lolita	Lolita	105255	7.5
762	Drama,Mystery,Thriller	Blow-Up	Blow-Up	65187	7.5
763	Comedy,Music	The Producers	The Producers	57930	7.5
764	Adventure,Animation,Comedy	Robin Hood	Robin Hood	133177	7.5
765	Horror,Mystery,Thriller	The Wicker Man	The Wicker Man	85880	7.5
766	Horror,Mystery	The Omen	The Omen	124885	7.5
767	Biography,Crime,Drama	Midnight Express	Midnight Express	84653	7.5
768	Action,Crime,Thriller	The Warriors	The Warriors	106519	7.5
769	Comedy,Horror	An American Werewolf in London	An American Werewolf in London	113562	7.5
770	Drama,Romance	Sophie's Choice	Sophie's Choice	50507	7.5
771	Comedy,Musical	The Meaning of Life	The Meaning of Life	122822	7.5
772	Comedy	Trading Places	Trading Places	158513	7.5
773	Action,Adventure	Indiana Jones and the Temple of Doom	Indiana Jones and the Temple of Doom	512238	7.5
774	Comedy,Fantasy	Beetlejuice	Beetle Juice	317602	7.5
775	Comedy,Crime	A Fish Called Wanda	A Fish Called Wanda	147894	7.5
776	Drama	The Last Temptation of Christ	The Last Temptation of Christ	60222	7.5
777	Action,Comedy,Crime	Midnight Run	Midnight Run	89881	7.5
778	Adventure,Drama,Mystery	The Abyss	The Abyss	184445	7.5
779	Action,Adventure	Batman	Batman	390585	7.5
780	Drama,Family,Fantasy	Field of Dreams	Field of Dreams	123333	7.5
781	Comedy	National Lampoon's Christmas Vacation	National Lampoon's Christmas Vacation	204549	7.5
782	Action,Adventure,Thriller	The Hunt for Red October	The Hunt for Red October	207423	7.5
783	Action,Adventure,Sci-Fi	Total Recall	Total Recall	342251	7.5
784	Comedy,Crime	Delicatessen	Delicatessen	87648	7.5
785	Comedy,Drama,Fantasy	The Fisher King	The Fisher King	88301	7.5
786	Adventure,Crime,Drama	Thelma & Louise	Thelma & Louise	163008	7.5
787	Biography,Comedy,Drama	Chaplin	Chaplin	59873	7.5
788	Comedy,Crime,Drama	The Player	The Player	63406	7.5
789	Crime,Drama,Thriller	Menace II Society	Menace II Society	61984	7.5
790	Crime,Drama,Thriller	A Perfect World	A Perfect World	84000	7.5
791	Drama,Music,Romance	The Piano	The Piano	91908	7.5
792	Biography,Drama,Sport	Rudy	Rudy	66339	7.5
793	Comedy,Music	The Adventures of Priscilla, Queen of the Desert	The Adventures of Priscilla, Queen of the Desert	52531	7.5
794	Action,Crime,Drama	The Crow	The Crow	191046	7.5
795	Drama,Fantasy,Horror	Interview with the Vampire: The Vampire Chronicles	Interview with the Vampire: The Vampire Chronicles	333802	7.5
796	Drama,Romance,War	Legends of the Fall	Legends of the Fall	174166	7.5
797	Biography,Drama,History	Quiz Show	Quiz Show	71637	7.5
798	Adventure,Drama,Fantasy	Dead Man	Dead Man	100164	7.5
799	Crime,Drama	Dead Man Walking	Dead Man Walking	98492	7.5
800	Drama,Romance	Leaving Las Vegas	Leaving Las Vegas	129607	7.5
801	Crime,Drama,Thriller	Sleepers	Sleepers	230902	7.5
802	Crime,Drama,Thriller	A Time to Kill	A Time to Kill	170876	7.5
803	Drama,Mystery,Sci-Fi	Contact	Contact	283862	7.5
804	Drama,Fantasy,Mystery	The Devil's Advocate	The Devil's Advocate	386363	7.5
805	Crime,Drama,Thriller	Funny Games	Funny Games	79220	7.5
806	Crime,Drama,Thriller	Jackie Brown	Jackie Brown	360100	7.5
807	Crime,Drama,Thriller	A Simple Plan	A Simple Plan	73394	7.5
808	Drama,Mystery,Thriller	Eyes Wide Shut	Eyes Wide Shut	356280	7.5
809	Adventure,Comedy,Drama	Fear and Loathing in Las Vegas	Fear and Loathing in Las Vegas	292706	7.5
810	Comedy,Drama,Fantasy	Pleasantville	Pleasantville	132623	7.5
811	Crime,Mystery,Thriller	Following	Following	95994	7.5
812	Crime,Drama	Ghost Dog: The Way of the Samurai	Ghost Dog: The Way of the Samurai	94010	7.5
813	Biography,Crime,Drama	Boys Don't Cry	Boys Don't Cry	100835	7.5
814	Comedy,Drama,Musical	Kuch Kuch Hota Hai	Kuch Kuch Hota Hai	54822	7.5
815	Action,Drama,War	Enemy at the Gates	Enemy at the Gates	269778	7.5
816	Crime,Drama	Gangs of New York	Gangs of New York	455772	7.5
817	Biography,Crime,Drama	Blow	Blow	267857	7.5
818	Crime,Drama	The Man Who Wasn't There	The Man Who Wasn't There	112359	7.5
819	Adventure,Animation,Comedy	Ice Age	Ice Age	498486	7.5
820	Drama,Romance	The Hours	The Hours	135287	7.5
821	Drama,Horror,Sci-Fi	28 Days Later	28 Days Later...	426481	7.5
822	Crime,Drama,Mystery	The Life of David Gale	The Life of David Gale	123322	7.5
823	Action,Adventure,Drama	Master and Commander: The Far Side of the World	Master and Commander: The Far Side of the World	229577	7.5
824	Adventure,Animation,Comedy	Wallace & Gromit: The Curse of the Were-Rabbit	The Curse of the Were-Rabbit	140935	7.5
825	Crime,Drama	House of Sand and Fog	House of Sand and Fog	70598	7.5
826	Comedy,Drama,Family	Secondhand Lions	Secondhand Lions	59532	7.5
827	Biography,Drama	The Aviator	The Aviator	372534	7.5
828	Documentary,Drama,War	Fahrenheit 9/11	Fahrenheit 9/11	130975	7.5
829	Action,Crime,Drama	Collateral	Collateral	417533	7.5
830	Comedy,Crime,Mystery	Kiss Kiss Bang Bang	Kiss Kiss Bang Bang	232051	7.5
831	Action,Adventure,Family	Harry Potter and the Order of the Phoenix	Harry Potter and the Order of the Phoenix	604119	7.5
832	Comedy,Drama,Romance	Sideways	Sideways	196638	7.5
833	Drama	Synecdoche, New York	Synecdoche, New York	95029	7.5
834	Crime,Drama,Fantasy	Perfume: The Story of a Murderer	Perfume: The Story of a Murderer	258506	7.5
835	Drama,Romance	Little Children	Little Children	113921	7.5
836	Action,Drama,History	Munich	Munich	232708	7.5
837	Comedy,Drama,Fantasy	Stranger Than Fiction	Stranger Than Fiction	232997	7.5
838	Biography,Drama,Romance	The Great Debaters	The Great Debaters	60846	7.5
839	Comedy,Drama	Thank You for Smoking	Thank You for Smoking	225513	7.5
840	Drama,Fantasy,Mystery	The Illusionist	The Illusionist	381205	7.5
841	Biography,Crime,Drama	The Assassination of Jesse James by the Coward Robert Ford	The Assassination of Jesse James by the Coward Robert Ford	187507	7.5
842	Action,Comedy,Fantasy	Scott Pilgrim vs. the World	Scott Pilgrim vs. the World	443664	7.5
843	Drama	Babel	Babel	309860	7.5
844	Biography,Drama,Sport	42	42	99026	7.5
845	Drama,War	The Wind that Shakes the Barley	The Wind that Shakes the Barley	52081	7.5
846	Action,Horror,Thriller	Grindhouse	Grindhouse	187812	7.5
847	Comedy,Drama	Juno	Juno	535591	7.5
848	Drama,War	The Book Thief	The Book Thief	139301	7.5
849	Crime,Drama,Thriller	The Town	The Town	402962	7.5
850	Drama,Thriller,War	The Hurt Locker	The Hurt Locker	462523	7.5
851	Drama,Mystery	Doubt	Doubt	133207	7.5
852	Action,Drama,Mystery	Source Code	Source Code	532612	7.5
853	Adventure,Drama,Family	Hugo	Hugo	329452	7.5
854	Biography,Crime,Drama	Hunger	Hunger	72023	7.5
855	Biography,Drama,History	Milk	Milk	176724	7.5
856	Biography,Drama,History	Selma	Selma	93527	7.5
857	Action,Biography,Drama	Lone Survivor	Lone Survivor	296752	7.5
858	Action,Adventure,Fantasy	Doctor Strange	Doctor Strange	770009	7.5
859	Drama,Mystery,Thriller	We Need to Talk About Kevin	We Need to Talk About Kevin	161481	7.5
860	Crime,Drama,Romance	A Single Man	A Single Man	115290	7.5
861	Drama,Thriller	Disconnect	Disconnect	77098	7.5
862	Drama,Music	Tár	Tár	75991	7.5
863	Horror,Mystery,Thriller	The Conjuring	The Conjuring	527584	7.5
864	Comedy,Horror	Tucker and Dale vs Evil	Tucker and Dale vs Evil	187003	7.5
865	Biography,Drama,Musical	The Greatest Showman	The Greatest Showman	294599	7.5
866	Biography,Drama	127 Hours	127 Hours	388137	7.5
867	Drama,Sport	Air	Air	118204	7.5
868	Drama,Musical,Romance	Les Misérables	Les Misérables	337507	7.5
869	Action,Adventure,Sci-Fi	The Hunger Games: Catching Fire	The Hunger Games: Catching Fire	686277	7.5
870	Biography,Comedy,Drama	Saving Mr. Banks	Saving Mr. Banks	166328	7.5
871	Biography,Crime,Drama	Fruitvale Station	Fruitvale Station	84053	7.5
872	Drama,Romance	Brooklyn	Brooklyn	146089	7.5
873	Drama	Still Alice	Still Alice	139791	7.5
874	Biography,Crime,Drama	Richard Jewell	Richard Jewell	93115	7.5
875	Drama	Miss Sloane	Miss Sloane	78653	7.5
876	Drama,Thriller	Nocturnal Animals	Nocturnal Animals	290941	7.5
877	Action,Thriller,War	The Covenant	Guy Ritchie's The Covenant	73245	7.5
878	Biography,Comedy,Drama	The Favourite	The Favourite	209430	7.5
879	Comedy,Drama	Love, Simon	Love, Simon	120023	7.5
880	Comedy,Drama,Romance	The Big Sick	The Big Sick	139687	7.5
881	Biography,Comedy,Drama	I, Tonya	I, Tonya	228704	7.5
882	Action,Sci-Fi,Thriller	Upgrade	Upgrade	194150	7.5
883	Drama,Horror,Sci-Fi	A Quiet Place	A Quiet Place	553072	7.5
884	Biography,Comedy,Crime	BlacKkKlansman	BlacKkKlansman	275183	7.5
885	Comedy,Drama	A Man Called Otto	A Man Called Otto	99593	7.5
886	Comedy,Drama	The Farewell	The Farewell	67604	7.5
887	Biography,Comedy,Drama	tick, tick... BOOM!	tick, tick...BOOM!	112711	7.5
888	Biography,Drama,Sport	King Richard	King Richard	123718	7.5
889	Crime,Drama,Mystery	Promising Young Woman	Promising Young Woman	189773	7.5
890	Drama,Fantasy,Horror	Dracula	Dracula	55399	7.4
891	Mystery,Romance,Thriller	To Catch a Thief	To Catch a Thief	76533	7.4
892	Drama,Thriller	The Man Who Knew Too Much	The Man Who Knew Too Much	66944	7.4
893	Action,Crime,Thriller	Bullitt	Bullitt	72594	7.4
894	Comedy,Drama,War	M*A*S*H	M*A*S*H	75054	7.4
895	Crime,Drama,Thriller	Straw Dogs	Straw Dogs	62598	7.4
896	Drama,Mystery,Western	High Plains Drifter	High Plains Drifter	61284	7.4
897	Comedy,Drama	American Graffiti	American Graffiti	94470	7.4
898	Horror	The Texas Chain Saw Massacre	The Texas Chain Saw Massacre	171430	7.4
899	Comedy,Horror,Musical	The Rocky Horror Picture Show	The Rocky Horror Picture Show	158805	7.4
900	Crime,Mystery,Thriller	Three Days of the Condor	Three Days of the Condor	59168	7.4
901	Horror,Mystery	Carrie	Carrie	195655	7.4
902	Crime,Drama,Thriller	Marathon Man	Marathon Man	67332	7.4
903	Drama,History,War	A Bridge Too Far	A Bridge Too Far	59123	7.4
904	Horror,Sci-Fi	Invasion of the Body Snatchers	Invasion of the Body Snatchers	64356	7.4
905	Comedy	National Lampoon's Animal House	National Lampoon's Animal House	125792	7.4
906	Action,Adventure,Sci-Fi	Superman	Superman	181675	7.4
907	Crime,Drama,Mystery	Blow Out	Blow Out	58242	7.4
908	Horror	The Evil Dead	The Evil Dead	223265	7.4
909	Comedy,Drama,Romance	Tootsie	Tootsie	111211	7.4
910	Comedy,Drama	Terms of Endearment	Terms of Endearment	63087	7.4
911	Drama,Sport	The Natural	The Natural	50962	7.4
912	Horror	A Nightmare on Elm Street	A Nightmare on Elm Street	249393	7.4
913	Drama,Romance,Thriller	Witness	Witness	100087	7.4
914	Adventure,Drama,History	The Mission	The Mission	63559	7.4
915	Comedy,Crime	Dirty Rotten Scoundrels	Dirty Rotten Scoundrels	75021	7.4
916	Adventure,Animation,Drama	The Land Before Time	The Land Before Time	94244	7.4
917	Adventure,Comedy,Sci-Fi	Back to the Future Part III	Back to the Future Part III	463024	7.4
918	Drama,Horror,Mystery	Jacob's Ladder	Jacob's Ladder	113400	7.4
919	Drama,Fantasy,Horror	Bram Stoker's Dracula	Bram Stoker's Dracula	226532	7.4
920	Comedy,Horror	Army of Darkness	Army of Darkness	187542	7.4
921	Drama,Romance,War	The English Patient	The English Patient	195338	7.4
922	Action,Adventure,Thriller	The Rock	The Rock	348179	7.4
923	Horror,Mystery	Scream	Scream	366243	7.4
924	Comedy,Drama,Romance	Buffalo '66	Buffalo '66	57009	7.4
925	Drama	The Ice Storm	The Ice Storm	58159	7.4
926	Adventure,Animation,Comedy	The Emperor's New Groove	The Emperor's New Groove	214274	7.4
927	Drama,Romance	The Cider House Rules	The Cider House Rules	102433	7.4
928	Biography,Comedy,Drama	Man on the Moon	Man on the Moon	134291	7.4
929	Biography,Drama,History	Elizabeth	Elizabeth	102521	7.4
930	Crime,Drama,Thriller	The Talented Mr. Ripley	The Talented Mr. Ripley	219297	7.4
931	Action,Adventure,Sci-Fi	Spider-Man	Spider-Man	843837	7.4
932	Comedy,Drama,Music	High Fidelity	High Fidelity	185119	7.4
933	Adventure,Comedy,Sci-Fi	Galaxy Quest	Galaxy Quest	170268	7.4
934	Crime,Drama,Mystery	Frequency	Frequency	112115	7.4
935	Biography,Drama	Erin Brockovich	Erin Brockovich	208394	7.4
936	Drama,Romance,Sci-Fi	2046	2046	59737	7.4
937	Comedy	Best in Show	Best in Show	64661	7.4
938	Drama,Musical,Romance	Kabhi Khushi Kabhie Gham...	Kabhi Khushi Kabhie Gham...	52555	7.4
939	Drama,Mystery,Sci-Fi	K-PAX	K-PAX	188739	7.4
940	Adventure,Family,Fantasy	Harry Potter and the Chamber of Secrets	Harry Potter and the Chamber of Secrets	659865	7.4
941	Biography,Comedy,Drama	American Splendor	American Splendor	51013	7.4
942	Action,Drama,Romance	Open Range	Open Range	75841	7.4
943	Action,Adventure,Sci-Fi	Spider-Man 2	Spider-Man 2	677116	7.4
944	Comedy,Drama,Romance	Garden State	Garden State	220229	7.4
945	Biography,Drama,History	Miracle	Miracle	56778	7.4
946	Comedy,Drama,Romance	The Terminal	The Terminal	474226	7.4
947	Drama,Mystery,Romance	The Constant Gardener	The Constant Gardener	145707	7.4
948	Action,Crime,Drama	A History of Violence	A History of Violence	245643	7.4
949	Comedy,Drama	Everything Is Illuminated	Everything Is Illuminated	59235	7.4
950	Drama,Music	August Rush	August Rush	109379	7.4
951	Biography,Drama,History	Good Night, and Good Luck.	Good Night, and Good Luck.	99744	7.4
952	Comedy	Borat	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	424702	7.4
953	Drama,Romance	The Painted Veil	The Painted Veil	94559	7.4
954	Action,Adventure,Fantasy	Wonder Woman	Wonder Woman	677590	7.4
955	Crime,Drama,Romance	Notes on a Scandal	Notes on a Scandal	81799	7.4
956	Drama	Reign Over Me	Reign Over Me	98341	7.4
957	Documentary,News	An Inconvenient Truth	An Inconvenient Truth	84404	7.4
958	Adventure,Comedy,Drama	The Bucket List	The Bucket List	252650	7.4
959	Drama	Minari	Minari	88079	7.4
960	Crime,Thriller	Felon	Felon	81820	7.4
961	Drama,Romance	Biutiful	Biutiful	92908	7.4
962	Action,Comedy	Black Dynamite	Black Dynamite	50424	7.4
963	Comedy,Drama,Romance	Up in the Air	Up in the Air	342890	7.4
964	Action,Crime,Drama	Law Abiding Citizen	Law Abiding Citizen	307873	7.4
965	Sci-Fi,Thriller	Limitless	Limitless	591472	7.4
966	Comedy	In the Loop	In the Loop	60017	7.4
967	Action,Adventure,Thriller	Mission: Impossible - Ghost Protocol	Mission: Impossible - Ghost Protocol	504141	7.4
968	Biography,Drama,History	Tetris	Tetris	57824	7.4
969	Action,Drama,Sci-Fi	Looper	Looper	588479	7.4
970	Adventure,Animation,Comedy	Luca	Luca	175764	7.4
971	Drama,Mystery,Sci-Fi	Cloud Atlas	Cloud Atlas	368157	7.4
972	Action,Adventure,Mystery	Sherlock Holmes: A Game of Shadows	Sherlock Holmes: A Game of Shadows	467339	7.4
973	Comedy,Drama,Romance	Crazy, Stupid, Love.	Crazy, Stupid, Love.	536093	7.4
974	Action,Adventure,Sci-Fi	Ready Player One	Ready Player One	457369	7.4
975	Comedy,Drama	The Way Way Back	The Way Way Back	153869	7.4
976	Drama,History,Thriller	Zero Dark Thirty	Zero Dark Thirty	310256	7.4
977	Crime,Drama	The Judge	The Judge	196800	7.4
978	Drama	Mud	Mud	183881	7.4
979	Comedy,Drama,Music	Begin Again	Begin Again	161623	7.4
980	Drama,Music	Inside Llewyn Davis	Inside Llewyn Davis	158619	7.4
981	Crime,Drama,Mystery	Calvary	Calvary	62279	7.4
982	Action,Adventure,Sci-Fi	Spider-Man: Homecoming	Spider-Man: Homecoming	685298	7.4
983	Adventure,Animation,Comedy	Frozen	Frozen	641979	7.4
984	Adventure,Fantasy	The Hobbit: The Battle of the Five Armies	The Hobbit: The Battle of the Five Armies	549770	7.4
985	Comedy,Drama,Romance	Frances Ha	Frances Ha	87994	7.4
986	Action,Adventure,Thriller	Mission: Impossible - Rogue Nation	Mission: Impossible - Rogue Nation	386552	7.4
987	Action,Adventure,Animation	How to Train Your Dragon: The Hidden World	How to Train Your Dragon: The Hidden World	139603	7.4
988	Drama,War	Mudbound	Mudbound	51973	7.4
989	Action,Drama,Sci-Fi	Predestination	Predestination	292282	7.4
990	Drama,Romance	Me Before You	Me Before You	268617	7.4
991	Drama	Ida	Ida	59265	7.4
992	Action,Crime,Thriller	John Wick	John Wick	702752	7.4
993	Adventure,Drama,Family	The Jungle Book	The Jungle Book	284613	7.4
994	Biography,Drama	Trumbo	Trumbo	83281	7.4
995	Biography,Drama	Sully	Sully	284976	7.4
996	Adventure,Drama,Family	A Monster Calls	A Monster Calls	90984	7.4
997	Action,Adventure,Drama	War for the Planet of the Apes	War for the Planet of the Apes	268178	7.4
998	Biography,Crime,Drama	Molly's Game	Molly's Game	179996	7.4
999	Action,Drama,History	The Last Duel	The Last Duel	167034	7.4
1000	Action,Crime,Thriller	John Wick: Chapter 2	John Wick: Chapter 2	482934	7.4
1001	Biography,Drama,War	Darkest Hour	Darkest Hour	210618	7.4
1002	Biography,Drama,Thriller	The Mauritanian	The Mauritanian	56065	7.4
1003	Comedy,Drama	Lady Bird	Lady Bird	306219	7.4
1004	Drama	Moonlight	Moonlight	319684	7.4
1005	Crime,Drama,Thriller	Uncut Gems	Uncut Gems	298942	7.4
1006	Drama,History,Romance	Phantom Thread	Phantom Thread	138773	7.4
1007	Action,Crime,Thriller	John Wick: Chapter 3 - Parabellum	John Wick: Chapter 3 - Parabellum	396891	7.4
1008	Action,Adventure,Comedy	Spider-Man: Far from Home	Spider-Man: Far from Home	521243	7.4
1009	Drama,Romance	Downton Abbey	Downton Abbey	59824	7.4
1010	Adventure,Animation,Comedy	Sing 2	Sing 2	76373	7.4
1011	Comedy,Drama	Eighth Grade	Eighth Grade	79443	7.4
1012	Adventure,Animation,Comedy	Onward	Onward	159086	7.4
1013	Action,Crime,Drama	Nobody	Nobody	291378	7.4
1014	Drama,Fantasy,Mystery	The Lighthouse	The Lighthouse	233261	7.4
1015	Action,Adventure,Fantasy	Shang-Chi and the Legend of the Ten Rings	Shang-Chi and the Legend of the Ten Rings	406713	7.4
1016	Comedy,Fantasy,Mystery	Palm Springs	Palm Springs	170409	7.4
1017	Biography,Drama,History	Judas and the Black Messiah	Judas and the Black Messiah	86190	7.4
1018	Adventure,Animation,Drama	Bambi	Bambi	148651	7.3
1019	Animation,Family,Fantasy	Cinderella	Cinderella	167307	7.3
1020	Adventure,Animation,Comedy	Alice in Wonderland	Alice in Wonderland	147912	7.3
1021	Adventure,Animation,Family	Peter Pan	Peter Pan	147062	7.3
1022	Adventure,Animation,Comedy	Lady and the Tramp	Lady and the Tramp	142145	7.3
1023	Adventure,Animation,Comedy	One Hundred and One Dalmatians	One Hundred and One Dalmatians	174906	7.3
1024	Action,Adventure,Thriller	From Russia with Love	From Russia with Love	140004	7.3
1025	Adventure,Drama	Easy Rider	Easy Rider	113723	7.3
1026	Action,Crime,Thriller	Assault on Precinct 13	Assault on Precinct 13	53077	7.3
1027	Fantasy,Horror	Eraserhead	Eraserhead	121783	7.3
1028	Horror	Suspiria	Suspiria	99048	7.3
1029	Drama,Sport	Rocky II	Rocky II	222254	7.3
1030	Adventure,Comedy	The Gods Must Be Crazy	The Gods Must Be Crazy	57952	7.3
1031	Adventure,Drama,Fantasy	Excalibur	Excalibur	64573	7.3
1032	Horror,Thriller	Poltergeist	Poltergeist	171358	7.3
1033	Adventure,Comedy	National Lampoon's Vacation	National Lampoon's Vacation	114707	7.3
1034	Action,Comedy,Crime	Beverly Hills Cop	Beverly Hills Cop	192565	7.3
1035	Comedy,Fantasy,Horror	Gremlins	Gremlins	235246	7.3
1036	Action,Drama,Family	The Karate Kid	The Karate Kid	234332	7.3
1037	Drama,Western	Pale Rider	Pale Rider	62265	7.3
1038	Comedy,Horror,Sci-Fi	The Return of the Living Dead	The Return of the Living Dead	64837	7.3
1039	Adventure,Family,Fantasy	Labyrinth	Labyrinth	143470	7.3
1040	Action,Adventure,Comedy	Star Trek IV: The Voyage Home	Star Trek IV: The Voyage Home	88774	7.3
1041	Biography,Comedy,Drama	Good Morning, Vietnam	Good Morning, Vietnam	147430	7.3
1042	Comedy,Crime	Raising Arizona	Raising Arizona	144517	7.3
1043	Crime,Drama	Wall Street	Wall Street	160521	7.3
1044	Comedy,Drama,Fantasy	Big	Big	230899	7.3
1045	Comedy,Drama,Romance	Driving Miss Daisy	Driving Miss Daisy	114065	7.3
1046	Comedy,Drama,Romance	Steel Magnolias	Steel Magnolias	59605	7.3
1047	Action,Crime,Drama	Nikita	Nikita	74325	7.3
1048	Crime,Thriller	Cape Fear	Cape Fear	205366	7.3
1049	Comedy,Drama,Sport	A League of Their Own	A League of Their Own	115727	7.3
1050	Drama,Horror,Mystery	Twin Peaks: Fire Walk with Me	Twin Peaks: Fire Walk with Me	100882	7.3
1051	Comedy,Drama,Romance	Much Ado About Nothing	Much Ado About Nothing	50098	7.3
1052	Biography,Drama	This Boy's Life	This Boy's Life	55938	7.3
1053	Comedy	Dumb and Dumber	Dumb and Dumber	397674	7.3
1054	Biography,Crime,Drama	Heavenly Creatures	Heavenly Creatures	65847	7.3
1055	Drama,Family,Romance	Little Women	Little Women	61216	7.3
1056	Crime,Drama,Thriller	Shallow Grave	Shallow Grave	64212	7.3
1057	Action,Adventure,Thriller	Speed	Speed	378328	7.3
1058	Action,Comedy,Thriller	True Lies	True Lies	270943	7.3
1059	Biography,Crime,Drama	The Basketball Diaries	The Basketball Diaries	116344	7.3
1060	Action,Drama,Thriller	Crimson Tide	Crimson Tide	118198	7.3
1061	Crime,Thriller	Bound	Bound	58325	7.3
1062	Comedy,Drama,Romance	Jerry Maguire	Jerry Maguire	276796	7.3
1063	Biography,Drama	The People vs. Larry Flynt	The People vs. Larry Flynt	98127	7.3
1064	Biography,Drama,History	Amistad	Amistad	80299	7.3
1065	Action,Crime,Sci-Fi	Face/Off	Face/Off	388897	7.3
1066	Action,Comedy,Crime	Grosse Pointe Blank	Grosse Pointe Blank	97219	7.3
1067	Adventure,Animation,Comedy	Hercules	Hercules	242757	7.3
1068	Action,Adventure,Comedy	Men in Black	Men in Black	587412	7.3
1069	Action,Adventure,Sci-Fi	Starship Troopers	Starship Troopers	306657	7.3
1070	Adventure,Comedy,Drama	Dogma	Dogma	223294	7.3
1071	Action,Thriller	Enemy of the State	Enemy of the State	251593	7.3
1072	Biography,Drama,Romance	Frida	Frida	92691	7.3
1073	Action,Crime,Drama	The Negotiator	The Negotiator	148916	7.3
